Gene > Primary DBID	Gene > Systematic Name	Gene > Standard Name	Gene > Qualifier	Gene > Chromosome > Identifier	Gene > Chromosome Location > Start	Gene > Chromosome Location > End	Gene > Chromosome Location > Strand	Gene > Overlapping Features > Primary DBID	Gene > Overlapping Features > Systematic Name	Gene > Overlapping Features > Standard Name	Gene > Overlapping Features > Qualifier	Gene > Overlapping Features > Chromosome Location > Start	Gene > Overlapping Features > Chromosome Location > End	Gene > Overlapping Features > Chromosome Location > Strand
S000028540	YDR183C-A	""	Dubious	chrIV	830397	830654	-1	S000002592	YDR184C	ATC1	Verified	830629	831513	-1
S000028543	YDR406W-A	""	Dubious	chrIV	1283799	1284044	1	S000002814	YDR406W	PDR15	Verified	1279210	1283799	1
S000028544	YEL020C-B	""	Dubious	chrV	117183	117380	-1	S000007256	YEL020W-A	TIM9	Verified	117211	117474	1
S000028545	YEL050W-A	""	Dubious	chrV	59549	59740	1	S000000776	YEL050C	RML2	Verified	59670	60851	-1
S000028548	YGL041C-B	""	Uncharacterized	chrVII	418704	418886	-1	S000028826	YGL041W-A	""	Uncharacterized	418825	419289	1
S000028554	YHR180C-B	""	Dubious	chrVIII	466958	467062	-1	S000006751	tT(UGU)H	""	""	466990	467061	1
S000028554	YHR180C-B	""	Dubious	chrVIII	466958	467062	-1	S000028555	YHR180W-A	""	Dubious	466932	467114	1
S000028555	YHR180W-A	""	Dubious	chrVIII	466932	467114	1	S000006751	tT(UGU)H	""	""	466990	467061	1
S000028555	YHR180W-A	""	Dubious	chrVIII	466932	467114	1	S000028554	YHR180C-B	""	Dubious	466958	467062	-1
S000028561	YLR154C-G	""	Uncharacterized	chrXII	462522	462671	-1	S000006485	RDN25-2	RDN25-2	""	460923	464318	-1
S000028561	YLR154C-G	""	Uncharacterized	chrXII	462522	462671	-1	S000006487	RDN37-2	RDN37-2	""	460712	467569	-1
S000028562	YLR154C-H	""	Uncharacterized	chrXII	468827	468958	-1	S000006480	RDN5-2	RDN5-2	""	468813	468931	1
S000028563	YLR154W-B	""	Dubious	chrXII	454392	454556	1	S000006484	RDN25-1	RDN25-1	""	451786	455181	-1
S000028563	YLR154W-B	""	Dubious	chrXII	454392	454556	1	S000006486	RDN37-1	RDN37-1	""	451575	458432	-1
S000028564	YLR156C-A	""	Uncharacterized	chrXII	472479	472610	-1	S000006481	RDN5-3	RDN5-3	""	472465	472583	1
S000028565	YLR157C-C	""	Uncharacterized	chrXII	482059	482190	-1	S000029708	RDN5-4	RDN5-4	""	482045	482163	1
S000028566	YLR159C-A	""	Uncharacterized	chrXII	485711	485842	-1	S000029710	RDN5-5	RDN5-5	""	485697	485815	1
S000028568	YLR222C-A	""	Dubious	chrXII	582006	582236	-1	S000004213	YLR223C	IFH1	Verified	582233	585490	-1
S000028575	YMR141W-A	""	Dubious	chrXIII	550911	551135	1	S000004750	YMR142C	RPL13B	Verified	550206	551207	-1
S000028578	YMR307C-A	""	Dubious	chrXIII	887731	887925	-1	S000004924	YMR307W	GAS1	Verified	887003	888682	1
S000028582	YOR072W-A	""	Dubious	chrXV	461791	462039	1	S000005598	YOR072W	""	Dubious	461502	461816	1
S000028583	YOR073W-A	""	Dubious	chrXV	467390	467623	1	S000005600	YOR074C	CDC21	Verified	466675	467589	-1
S000028585	YOR329W-A	""	Dubious	chrXV	939348	939557	1	S000005856	YOR329C	SCD5	Verified	936731	939349	-1
S000028589	YPL250W-A	""	Dubious	chrXVI	75702	75989	1	S000006438	YPL249C-A	RPL36B	Verified	75699	76239	-1
S000028590	YPR108W-A	""	Uncharacterized	chrXVI	744175	744387	1	S000006752	tT(UGU)P	""	""	744284	744355	1
S000028591	YPR169W-A	""	Dubious	chrXVI	883239	883457	1	S000006374	YPR170C	""	Dubious	882983	883318	-1
S000028591	YPR169W-A	""	Dubious	chrXVI	883239	883457	1	S000028515	YPR170W-B	""	Uncharacterized	883239	883595	1
S000028591	YPR169W-A	""	Dubious	chrXVI	883239	883457	1	S000028861	YPR170W-A	""	Dubious	883378	883563	1
S000028592	YAL037C-B	""	Dubious	chrI	72326	73300	-1	S000000036	YAL038W	CDC19	Verified	71786	73288	1
S000028594	YAL068W-A	""	Dubious	chrI	538	792	1	S000002143	YAL069W	""	Dubious	335	649	1
S000028596	YBL006W-A	""	Dubious	chrII	216711	216860	1	S000000102	YBL006C	LDB7	Verified	216587	217129	-1
S000028599	YBL113W-A	""	Dubious	chrII	646	1128	1	S000002153	YBL113C	""	Uncharacterized	280	2658	-1
S000028600	YBR126W-A	""	Uncharacterized	chrII	490850	491056	1	S000028738	YBR126W-B	""	Dubious	490927	491070	1
S000028601	YBR131C-A	""	Dubious	chrII	497650	497739	-1	S000000335	YBR131W	CCZ1	Verified	497163	499277	1
S000028602	YBR141W-A	""	Dubious	chrII	527167	527262	1	S000000345	YBR141C	BMT2	Verified	527025	528038	-1
S000028604	YBR223W-A	""	Dubious	chrII	668721	668840	1	S000000427	YBR223C	TDP1	Verified	668663	670297	-1
S000028607	YCR045W-A	""	Dubious	chrIII	208751	209101	1	S000000641	YCR045C	RRT12	Verified	208135	209610	-1
S000028608	YCR047W-A	""	Dubious	chrIII	211301	211507	1	S000000643	YCR047C	BUD23	Verified	210718	211545	-1
S000028609	YCR081C-A	""	Dubious	chrIII	258415	258651	-1	S000000677	YCR081W	SRB8	Verified	254371	258654	1
S000028610	YDL025W-A	""	Dubious	chrIV	405410	405514	1	S000002183	YDL025C	RTK1	Verified	405344	407206	-1
S000028611	YDL086C-A	""	Dubious	chrIV	301655	302089	-1	S000002244	YDL086W	""	Uncharacterized	301413	302234	1
S000028612	YDL159C-B	""	Dubious	chrIV	173056	173232	-1	S000002318	YDL159W	STE7	Verified	172481	174028	1
S000028613	YDR354C-A	""	Dubious	chrIV	1185139	1185282	-1	S000002762	YDR354W	TRP4	Verified	1184747	1185889	1
S000028614	YDR464C-A	""	Dubious	chrIV	1392492	1392680	-1	S000002872	YDR464W	SPP41	Verified	1388872	1393179	1
S000028615	YDR510C-A	""	Dubious	chrIV	1469695	1469811	-1	S000002918	YDR510W	SMT3	Verified	1469400	1469705	1
S000028616	YDR524C-A	""	Dubious	chrIV	1489871	1489990	-1	S000002933	YDR525W	API2	Dubious	1489905	1490234	1
S000028617	YDR545C-A	""	Dubious	chrIV	1530863	1531342	-1	S000002953	YDR545W	YRF1-1	Verified	1526321	1531711	1
S000028618	YEL008C-A	""	Dubious	chrV	140726	140818	-1	S000000734	YEL008W	""	Dubious	140512	140892	1
S000028619	YEL030C-A	""	Dubious	chrV	94583	94897	-1	S000000756	YEL030W	ECM10	Verified	94644	96578	1
S000028620	YEL032C-A	""	Dubious	chrV	87040	87201	-1	S000000758	YEL032W	MCM3	Verified	86937	89852	1
S000028621	YEL077W-A	""	Dubious	chrV	630	1112	1	S000006409	YEL077C	""	Uncharacterized	264	4097	-1
S000028622	YER023C-A	""	Dubious	chrV	201522	201734	-1	S000000825	YER023W	PRO3	Verified	201076	201936	1
S000028623	YER088W-B	""	Dubious	chrV	335927	336073	1	S000000891	YER089C	PTC2	Verified	335946	337340	-1
S000028623	YER088W-B	""	Dubious	chrV	335927	336073	1	S000028754	YER088C-A	""	Dubious	335696	336019	-1
S000028624	YER158W-A	""	Dubious	chrV	491487	491702	1	S000000961	YER159C	BUR6	Verified	491530	491958	-1
S000028626	YER190C-A	""	Dubious	chrV	574804	575379	-1	S000000992	YER190W	YRF1-2	Verified	571480	576525	1
S000028627	YER190C-B	""	Uncharacterized	chrV	575680	576162	-1	S000000992	YER190W	YRF1-2	Verified	571480	576525	1
S000028628	YFL013W-A	""	Dubious	chrVI	107799	108602	1	S000001881	YFL013C	IES1	Verified	107852	109930	-1
S000028629	YFL031C-A	""	Dubious	chrVI	76014	76115	-1	S000001863	YFL031W	HAC1	Verified	75179	76147	1
S000028631	YFR034W-A	""	Dubious	chrVI	226022	226309	1	S000001931	YFR035C	""	Uncharacterized	226121	226465	-1
S000028633	YGL063C-A	""	Dubious	chrVII	384502	384651	-1	S000003031	YGL063W	PUS2	Verified	383654	384766	1
S000028634	YGL123C-A	""	Dubious	chrVII	277634	277864	-1	S000003091	YGL123W	RPS2	Verified	277617	278381	1
S000028636	YGR031C-A	NAG1	Verified	chrVII	546809	547300	-1	S000003263	YGR031W	IMO32	Verified	546441	547469	1
S000028637	YGR068W-A	""	Dubious	chrVII	626294	626389	1	S000003300	YGR068C	ART5	Verified	625324	627084	-1
S000028641	YGR270C-A	""	Dubious	chrVII	1027382	1027600	-1	S000003502	YGR270W	YTA7	Verified	1027370	1031509	1
S000028642	YGR296C-A	""	Dubious	chrVII	1088870	1089445	-1	S000003528	YGR296W	YRF1-3	Verified	1084864	1090591	1
S000028643	YGR296C-B	""	Dubious	chrVII	1089746	1090228	-1	S000003528	YGR296W	YRF1-3	Verified	1084864	1090591	1
S000028644	YHL050W-A	""	Dubious	chrVIII	811	1293	1	S000001042	YHL050C	""	Uncharacterized	445	3311	-1
S000028646	YHR032C-A	""	Dubious	chrVIII	175275	175394	-1	S000028831	YHR032W-A	""	Dubious	175195	175374	1
S000028647	YHR052W-A	""	Dubious	chrVIII	212510	212704	1	S000001095	YHR053C	CUP1-1	Verified	212535	212720	-1
S000028647	YHR052W-A	""	Dubious	chrVIII	212510	212704	1	S000028470	RUF5-1	RUF5-1	""	212409	213118	1
S000028648	YHR054W-A	""	Dubious	chrVIII	214508	214702	1	S000001097	YHR055C	CUP1-2	Verified	214533	214718	-1
S000028648	YHR054W-A	""	Dubious	chrVIII	214508	214702	1	S000028474	RUF5-2	RUF5-2	""	214407	215116	1
S000028649	YHR137C-A	""	Dubious	chrVIII	375738	376388	-1	S000001179	YHR137W	ARO9	Verified	375709	377250	1
S000028655	YHR219C-A	""	Dubious	chrVIII	561199	561681	-1	S000001262	YHR219W	""	Uncharacterized	560173	562047	1
S000028656	YIL021C-A	""	Dubious	chrIX	313199	313468	-1	S000001283	YIL021W	RPB3	Verified	312905	313861	1
S000028657	YIL105W-A	""	Uncharacterized	chrIX	167664	167804	1	S000001367	YIL105C	SLM1	Verified	167581	169641	-1
S000028658	YIL177W-A	""	Dubious	chrIX	846	1328	1	S000001439	YIL177C	""	Uncharacterized	483	6147	-1
S000028659	YJL020W-A	""	Dubious	chrX	400981	401238	1	S000003557	YJL020C	BBC1	Verified	398937	402410	-1
S000028660	YJL026C-A	""	Dubious	chrX	393066	393287	-1	S000003563	YJL026W	RNR2	Verified	392404	393603	1
S000028661	YJL077W-A	""	Uncharacterized	chrX	294799	294885	1	S000003613	YJL077C	ICS3	Verified	294666	295061	-1
S000028663	YJL222W-A	""	Dubious	chrX	9452	9679	1	S000028664	YJL222W-B	""	Dubious	9346	9483	1
S000028664	YJL222W-B	""	Dubious	chrX	9346	9483	1	S000028663	YJL222W-A	""	Dubious	9452	9679	1
S000028665	YJL225W-A	""	Dubious	chrX	829	1311	1	S000003760	YJL225C	""	Uncharacterized	466	6130	-1
S000028666	YJR140W-A	""	Dubious	chrX	690961	691110	1	S000003901	YJR140C	HIR3	Verified	690750	695696	-1
S000028668	YKL156C-A	""	Dubious	chrXI	158975	159091	-1	S000001639	YKL156W	RPS27A	Verified	158613	159212	1
S000028669	YKR075W-A	""	Dubious	chrXI	580212	580481	1	S000001783	YKR075C	""	Uncharacterized	579827	580750	-1
S000028670	YLL019W-A	""	Dubious	chrXII	106908	107000	1	S000003942	YLL019C	KNS1	Verified	105686	107899	-1
S000028671	YLL066W-A	""	Dubious	chrXII	6486	6968	1	S000003989	YLL066C	""	Uncharacterized	6120	9836	-1
S000028673	YLL067W-A	""	Dubious	chrXII	843	1325	1	S000003990	YLL067C	""	Uncharacterized	585	4301	-1
S000028674	YLR120W-A	""	Dubious	chrXII	388672	388773	1	S000004111	YLR121C	YPS3	Verified	388744	390270	-1
S000028675	YLR154W-A	""	Dubious	chrXII	452438	452623	1	S000006484	RDN25-1	RDN25-1	""	451786	455181	-1
S000028675	YLR154W-A	""	Dubious	chrXII	452438	452623	1	S000006486	RDN37-1	RDN37-1	""	451575	458432	-1
S000028676	YLR154W-E	""	Dubious	chrXII	455433	455636	1	S000006486	RDN37-1	RDN37-1	""	451575	458432	-1
S000028676	YLR154W-E	""	Dubious	chrXII	455433	455636	1	S000006488	RDN58-1	RDN58-1	""	455414	455571	-1
S000028676	YLR154W-E	""	Dubious	chrXII	455433	455636	1	S000029715	ITS1-1	ITS1-1	""	455572	455932	-1
S000028679	YLR286W-A	""	Dubious	chrXII	708562	708696	1	S000004276	YLR286C	CTS1	Verified	708448	710136	-1
S000028680	YLR299C-A	""	Dubious	chrXII	727911	728003	-1	S000004290	YLR299W	ECM38	Verified	726069	728051	1
S000028681	YLR347W-A	""	Dubious	chrXII	824789	824929	1	S000004339	YLR347C	KAP95	Verified	823828	826413	-1
S000028682	YLR399W-A	""	Dubious	chrXII	920869	920973	1	S000004391	YLR399C	BDF1	Verified	919536	921596	-1
S000028684	YLR437C-A	""	Dubious	chrXII	1012459	1012686	-1	S000004430	YLR438W	CAR2	Verified	1012501	1013775	1
S000028685	YLR466C-A	""	Dubious	chrXII	1070387	1070869	-1	S000004458	YLR466W	YRF1-4	Verified	1067087	1071235	1
S000028687	YLR467C-A	""	Dubious	chrXII	1077050	1077532	-1	S000004459	YLR467W	YRF1-5	Verified	1072508	1077898	1
S000028689	YML133W-A	""	Dubious	chrXIII	1610	2185	1	S000004602	YML133C	""	Uncharacterized	461	4684	-1
S000028690	YML133W-B	""	Dubious	chrXIII	827	1309	1	S000004602	YML133C	""	Uncharacterized	461	4684	-1
S000028695	YMR272W-A	""	Dubious	chrXIII	810466	810579	1	S000004885	YMR272C	SCS7	Verified	809623	810777	-1
S000028700	YNL097W-A	""	Dubious	chrXIV	441431	441586	1	S000005041	YNL097C	PHO23	Verified	441366	442358	-1
S000028701	YNL103W-A	""	Dubious	chrXIV	426719	426808	1	S000005048	YNL104C	LEU4	Verified	424895	426754	-1
S000028702	YNL144W-A	""	Dubious	chrXIV	353061	353144	1	S000005088	YNL144C	""	Uncharacterized	352820	355042	-1
S000028703	YNL339W-A	""	Dubious	chrXIV	1517	2092	1	S000005283	YNL339C	YRF1-6	Verified	371	6098	-1
S000028704	YNL339W-B	""	Dubious	chrXIV	734	1216	1	S000005283	YNL339C	YRF1-6	Verified	371	6098	-1
S000028705	YNR003W-A	""	Dubious	chrXIV	634420	634518	1	S000005286	YNR003C	RPC34	Verified	634344	635297	-1
S000028708	YOL085W-A	""	Dubious	chrXV	161579	161791	1	S000005445	YOL085C	""	Dubious	161673	162014	-1
S000028711	YOR108C-A	""	Dubious	chrXV	524605	524814	-1	S000005634	YOR108W	LEU9	Verified	523027	524841	1
S000028713	YOR161W-A	""	Dubious	chrXV	637574	637654	1	S000005687	YOR161C	PNS1	Verified	636939	638558	-1
S000028714	YOR161W-B	""	Dubious	chrXV	637975	638235	1	S000005687	YOR161C	PNS1	Verified	636939	638558	-1
S000028715	YOR186C-A	""	Dubious	chrXV	683329	683538	-1	S000005712	YOR186W	""	Uncharacterized	683111	683545	1
S000028716	YOR231C-A	""	Dubious	chrXV	773163	773363	-1	S000005757	YOR231W	MKK1	Verified	772601	774127	1
S000028717	YOR335W-A	""	Dubious	chrXV	946568	946648	1	S000005862	YOR335C	ALA1	Verified	946233	949109	-1
S000028719	YOR396C-A	""	Dubious	chrXV	1090015	1090497	-1	S000007526	YOR396W	YRF1-8	Uncharacterized	1085473	1090863	1
S000028720	YPL135C-A	""	Dubious	chrXVI	297678	297851	-1	S000006056	YPL135W	ISU1	Verified	297553	298050	1
S000028722	YPL222C-A	""	Dubious	chrXVI	131870	132115	-1	S000006143	YPL222W	FMP40	Uncharacterized	130162	132228	1
S000028723	YPL283W-A	""	Dubious	chrXVI	1426	2001	1	S000006204	YPL283C	YRF1-7	Verified	280	6007	-1
S000028724	YPL283W-B	""	Dubious	chrXVI	643	1125	1	S000006204	YPL283C	YRF1-7	Verified	280	6007	-1
S000028725	YPR159C-A	""	Uncharacterized	chrXVI	860314	860415	-1	S000006589	tG(GCC)P2	""	""	860379	860449	1
S000028726	YPR160C-A	""	Dubious	chrXVI	862577	862861	-1	S000006364	YPR160W	GPH1	Verified	861306	864014	1
S000028727	YPR204C-A	""	Dubious	chrXVI	946856	947338	-1	S000006408	YPR204W	""	Verified	944603	947701	1
S000028728	YAL016C-A	""	Dubious	chrI	124755	125069	-1	S000000014	YAL016W	TPD3	Verified	124879	126786	1
S000028729	YAL019W-A	""	Dubious	chrI	114250	114819	1	S000000018	YAL020C	ATS1	Verified	113614	114615	-1
S000028730	YAL026C-A	""	Dubious	chrI	95386	95823	-1	S000000024	YAL026C	DRS2	Verified	95630	99697	-1
S000028730	YAL026C-A	""	Dubious	chrI	95386	95823	-1	S000000025	YAL027W	SAW1	Verified	94687	95472	1
S000028731	YAL031W-A	""	Dubious	chrI	84669	84977	1	S000000029	YAL031C	GIP4	Verified	84749	87031	-1
S000028733	YAL047W-A	""	Dubious	chrI	54584	54913	1	S000000046	YAL048C	GEM1	Verified	52801	54789	-1
S000028734	YAL059C-A	""	Dubious	chrI	36496	36918	-1	S000000055	YAL059W	ECM1	Verified	36509	37147	1
S000028735	YAR019W-A	""	Dubious	chrI	174998	175330	1	S000000072	YAR019C	CDC15	Verified	172211	175135	-1
S000028736	YBR056W-A	""	Uncharacterized	chrII	351255	351455	1	S000087087	YBR056C-B	""	Dubious	351293	351451	-1
S000028738	YBR126W-B	""	Dubious	chrII	490927	491070	1	S000028600	YBR126W-A	""	Uncharacterized	490850	491056	1
S000028741	YEL009C-A	""	Dubious	chrV	136371	136778	-1	S000000736	YEL010W	""	Dubious	136279	136629	1
S000028742	YEL018C-A	""	Dubious	chrV	121455	121988	-1	S000000744	YEL018W	EAF5	Verified	121471	122310	1
S000028743	YEL034C-A	""	Dubious	chrV	85613	86215	-1	S000000759	YEL033W	MTC7	Uncharacterized	86179	86598	1
S000028743	YEL034C-A	""	Dubious	chrV	85613	86215	-1	S000000760	YEL034W	HYP2	Verified	85676	86149	1
S000028744	YEL053W-A	""	Dubious	chrV	52908	53255	1	S000000780	YEL054C	RPL12A	Verified	52721	53218	-1
S000028745	YER006C-A	""	Dubious	chrV	164344	164661	-1	S000000809	YER007W	PAC2	Verified	164527	166083	1
S000028746	YER038W-A	""	Uncharacterized	chrV	228451	228831	1	S000000841	YER039C	HVG1	Verified	228456	229205	-1
S000028747	YER046W-A	""	Dubious	chrV	243700	244029	1	S000000849	YER047C	SAP1	Verified	243810	246503	-1
S000028748	YER067C-A	""	Dubious	chrV	292240	292563	-1	S000000869	YER067W	RGI1	Verified	292066	292551	1
S000028749	YER068C-A	""	Dubious	chrV	295301	295732	-1	S000000871	YER069W	ARG5,6	Verified	295410	298001	1
S000028750	YER076W-A	""	Dubious	chrV	313390	313737	1	S000000878	YER076C	""	Uncharacterized	312590	313498	-1
S000028751	YER079C-A	""	Dubious	chrV	319902	320240	-1	S000000882	YER080W	AIM9	Verified	319963	321846	1
S000028752	YER084W-A	""	Dubious	chrV	327598	328110	1	S000000887	YER085C	""	Uncharacterized	327619	328140	-1
S000028753	YER087C-A	""	Dubious	chrV	331817	332368	-1	S000000889	YER087W	AIM10	Verified	330576	332306	1
S000028754	YER088C-A	""	Dubious	chrV	335696	336019	-1	S000000891	YER089C	PTC2	Verified	335946	337340	-1
S000028754	YER088C-A	""	Dubious	chrV	335696	336019	-1	S000028623	YER088W-B	""	Dubious	335927	336073	1
S000028755	YER107W-A	""	Dubious	chrV	374394	374714	1	S000000909	YER107C	GLE2	Verified	373448	374545	-1
S000028756	YER133W-A	""	Dubious	chrV	437191	437532	1	S000000936	YER134C	""	Verified	437267	437803	-1
S000028757	YER137W-A	""	Dubious	chrV	441575	441880	1	S000000939	YER137C	""	Uncharacterized	441373	441819	-1
S000028758	YER145C-A	""	Dubious	chrV	462386	462823	-1	S000000948	YER146W	LSM5	Verified	462585	462866	1
S000028759	YER147C-A	""	Dubious	chrV	465203	465613	-1	S000000950	YER148W	SPT15	Verified	465303	466025	1
S000028760	YER148W-A	""	Dubious	chrV	466185	466763	1	S000000951	YER149C	PEA2	Verified	466208	467470	-1
S000028761	YER152W-A	""	Dubious	chrV	473485	474051	1	S000000954	YER152C	""	Verified	472657	473988	-1
S000028761	YER152W-A	""	Dubious	chrV	473485	474051	1	S000000955	YER153C	PET122	Verified	474041	474805	-1
S000028762	YER165C-A	""	Dubious	chrV	512627	512983	-1	S000000968	YER166W	DNF1	Verified	512744	517459	1
S000028763	YER172C-A	""	Dubious	chrV	536275	536655	-1	S000000975	YER173W	RAD24	Verified	536300	538279	1
S000028765	YFL015W-A	""	Dubious	chrVI	106415	106732	1	S000001879	YFL015C	""	Dubious	106469	106963	-1
S000028766	YFL021C-A	""	Dubious	chrVI	95761	96615	-1	S000001873	YFL021W	GAT1	Verified	95966	97498	1
S000028767	YFR036W-A	""	Dubious	chrVI	227451	228101	1	S000001933	YFR037C	RSC8	Verified	227513	229186	-1
S000028768	YFR052C-A	""	Dubious	chrVI	253429	253734	-1	S000001949	YFR053C	HXK1	Verified	253592	255049	-1
S000028770	YHL002C-A	""	Dubious	chrVIII	102587	103075	-1	S000000994	YHL002W	HSE1	Verified	102612	103970	1
S000028771	YHL006W-A	""	Dubious	chrVIII	97732	98085	1	S000000999	YHL007C	STE20	Verified	95118	97937	-1
S000028772	YHL019W-A	""	Dubious	chrVIII	67711	68304	1	S000001011	YHL019C	APM2	Verified	67731	69548	-1
S000028773	YHL030W-A	""	Dubious	chrVIII	39074	39535	1	S000001023	YHL031C	GOS1	Verified	38815	39486	-1
S000028774	YHL034W-A	""	Dubious	chrVIII	33176	33637	1	S000001026	YHL034C	SBP1	Verified	33193	34077	-1
S000028775	YHL046W-A	""	Dubious	chrVIII	9981	10307	1	S000001039	YHL047C	ARN2	Verified	8351	10213	-1
S000028776	YHR028W-A	""	Dubious	chrVIII	167352	167672	1	S000001070	YHR028C	DAP2	Verified	164978	167434	-1
S000028777	YHR056W-A	""	Dubious	chrVIII	217406	217840	1	S000001098	YHR056C	RSC30	Verified	215183	217834	-1
S000028778	YHR063W-A	""	Dubious	chrVIII	225442	225777	1	S000001106	YHR064C	SSZ1	Verified	225525	227141	-1
S000028779	YHR069C-A	""	Dubious	chrVIII	234874	235236	-1	S000001112	YHR070W	TRM5	Verified	234881	236380	1
S000028780	YHR070C-A	""	Dubious	chrVIII	236102	236512	-1	S000001112	YHR070W	TRM5	Verified	234881	236380	1
S000028781	YHR071C-A	""	Dubious	chrVIII	238910	239230	-1	S000001114	YHR072W	ERG7	Verified	239098	241293	1
S000028782	YHR131W-A	""	Dubious	chrVIII	367747	367992	1	S000001173	YHR131C	""	Uncharacterized	365340	367892	-1
S000028783	YHR165W-A	""	Dubious	chrVIII	436647	436958	1	S000001208	YHR165C	PRP8	Verified	429707	436948	-1
S000028784	YHR182C-A	""	Dubious	chrVIII	470939	471412	-1	S000001226	YHR183W	GND1	Verified	470960	472429	1
S000028785	YHR193C-A	""	Dubious	chrVIII	488653	489027	-1	S000001237	YHR194W	MDM31	Verified	488657	490396	1
S000028786	YHR218W-A	""	Dubious	chrVIII	559932	560249	1	S000001262	YHR219W	""	Uncharacterized	560173	562047	1
S000028787	YIL020C-A	""	Dubious	chrIX	313713	314051	-1	S000001282	YIL020C	HIS6	Verified	314035	314820	-1
S000028787	YIL020C-A	""	Dubious	chrIX	313713	314051	-1	S000001283	YIL021W	RPB3	Verified	312905	313861	1
S000028788	YIL029W-A	""	Dubious	chrIX	299735	300106	1	S000001292	YIL030C	SSM4	Verified	296050	300009	-1
S000028789	YIL030W-A	""	Dubious	chrIX	295565	295903	1	S000001293	YIL031W	ULP2	Verified	292633	295737	1
S000028790	YIL047C-A	""	Dubious	chrIX	265099	265467	-1	S000001309	YIL047C	SYG1	Verified	265115	267823	-1
S000028791	YIL066W-A	""	Dubious	chrIX	237366	237809	1	S000001329	YIL067C	""	Uncharacterized	235724	237760	-1
S000028792	YIL068W-A	""	Dubious	chrIX	233013	233396	1	S000001330	YIL068C	SEC6	Verified	233057	235474	-1
S000028793	YIL071W-A	""	Dubious	chrIX	228550	229026	1	S000001333	YIL071C	PCI8	Verified	228660	229994	-1
S000028794	YIL100C-A	""	Dubious	chrIX	177343	177681	-1	S000001362	YIL100W	""	Dubious	177373	177726	1
S000028795	YIL115W-A	""	Dubious	chrIX	144268	144639	1	S000001377	YIL115C	NUP159	Verified	144327	148709	-1
S000028796	YIL142C-A	""	Dubious	chrIX	83208	83540	-1	S000001404	YIL142W	CCT2	Verified	83302	84885	1
S000028797	YIL156W-A	""	Dubious	chrIX	47292	47693	1	S000001419	YIL157C	COA1	Verified	46949	47542	-1
S000028797	YIL156W-A	""	Dubious	chrIX	47292	47693	1	S000028511	YIL156W-B	""	Uncharacterized	47690	47973	1
S000028798	YIL171W-A	""	Dubious	chrIX	18260	18712	1	S000001434	YIL172C	IMA3	Verified	16784	18553	-1
S000028799	YIR017W-A	""	Dubious	chrIX	383566	384165	1	S000001456	YIR017C	MET28	Verified	383556	384119	-1
S000028800	YIR020C-B	""	Dubious	chrIX	397215	397949	-1	S000001460	YIR021W	MRS1	Verified	397294	398385	1
S000028801	YIR023C-A	""	Dubious	chrIX	402383	402706	-1	S000001462	YIR023W	DAL81	Verified	399777	402689	1
S000028802	YIR030W-A	""	Dubious	chrIX	412899	413282	1	S000001470	YIR031C	DAL7	Verified	413015	414679	-1
S000028803	YIR036W-A	""	Dubious	chrIX	422635	423036	1	S000001475	YIR036C	IRC24	Verified	422074	422865	-1
S000028804	YJL047C-A	""	Uncharacterized	chrX	349044	349178	-1	S000006451	snR60	SNR60	""	349130	349233	-1
S000028809	YML031C-A	""	Dubious	chrXIII	214086	214421	-1	S000004493	YML031W	NDC1	Verified	214189	216156	1
S000028811	YOL013W-A	""	Uncharacterized	chrXV	301047	301238	1	S000006687	tP(UGG)O1	""	""	301097	301198	1
S000028814	YBL039C-A	""	Dubious	chrII	144948	145031	-1	S000000135	YBL039C	URA7	Verified	143989	145728	-1
S000028815	YBR121C-A	""	Dubious	chrII	482326	482484	-1	S000000325	YBR121C	GRS1	Verified	481364	483367	-1
S000028820	YDR118W-A	""	Dubious	chrIV	687768	687884	1	S000002525	YDR118W	APC4	Verified	685882	687840	1
S000028821	YDR320W-B	""	Dubious	chrIV	1108484	1108621	1	S000007604	YDR320C-A	DAD4	Verified	1108280	1108498	-1
S000028822	YDR371C-A	""	Dubious	chrIV	1219509	1219613	-1	S000002779	YDR371W	CTS2	Uncharacterized	1219413	1220948	1
S000028823	YFR009W-A	""	Dubious	chrVI	163875	164132	1	S000001905	YFR009W	GCN20	Verified	162488	164746	1
S000028824	YFR010W-A	""	Dubious	chrVI	166728	166916	1	S000001907	YFR011C	MIC19	Verified	166746	167258	-1
S000028825	YGL014C-A	""	Dubious	chrVII	466237	466398	-1	S000002982	YGL014W	PUF4	Verified	466141	468807	1
S000028826	YGL041W-A	""	Uncharacterized	chrVII	418825	419289	1	S000003009	YGL041C	""	Dubious	419022	419225	-1
S000028826	YGL041W-A	""	Uncharacterized	chrVII	418825	419289	1	S000028548	YGL041C-B	""	Uncharacterized	418704	418886	-1
S000028831	YHR032W-A	""	Dubious	chrVIII	175195	175374	1	S000028646	YHR032C-A	""	Dubious	175275	175394	-1
S000028833	YHR073C-B	""	Dubious	chrVIII	245422	245502	-1	S000001115	YHR073W	OSH3	Verified	242582	245572	1
S000028834	YHR073W-A	""	Dubious	chrVIII	242868	243044	1	S000001115	YHR073W	OSH3	Verified	242582	245572	1
S000028839	YJL197C-A	""	Dubious	chrX	65805	66086	-1	S000003733	YJL197W	UBP12	Verified	63805	67569	1
